image_path,label,source,mask_path,exists_mask,device,year,id_patient
data/raw/0/Messidor_20051020_63337_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051020_63337_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051020_64388_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051020_64388_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051020_64653_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051020_64653_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051020_64775_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051020_64775_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051020_64836_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051020_64836_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_36476_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_36476_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_36380_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_36380_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_39845_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_39845_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_39914_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_39914_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_51418_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_51418_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_51476_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_51476_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_51994_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_51994_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_51936_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_51936_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_57798_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_57798_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_57862_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_57862_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_57975_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_57975_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_58388_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_58388_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_58035_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_58035_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051021_58522_0100_PP.png,0,Messidor,data/raw/0/Messidor_20051021_58522_0100_PP_mask.png,True,,,
data/raw/0/Messidor_20051109_59969_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051109_59969_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051109_57843_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051109_57843_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051109_60136_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051109_60136_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051109_60031_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051109_60031_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_34013_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_34013_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_33960_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_33960_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_35239_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_35239_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_35332_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_35332_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_35279_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_35279_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_37992_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_37992_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_38111_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_38111_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_38156_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_38156_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_38280_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_38280_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_38313_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_38313_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_38352_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_38352_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_38472_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_38472_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051116_43388_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051116_43388_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051110_38507_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051110_38507_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051116_43585_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051116_43585_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051116_43710_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051116_43710_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051116_43721_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051116_43721_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051116_43785_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051116_43785_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051116_44648_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051116_44648_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051116_43801_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051116_43801_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051117_37042_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051117_37042_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051117_37051_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051117_37051_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051117_37078_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051117_37078_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051117_37100_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051117_37100_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051117_37130_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051117_37130_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051117_37155_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051117_37155_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051117_37185_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051117_37185_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051117_37321_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051117_37321_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_53586_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_53586_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_53623_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_53623_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_53663_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_53663_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54030_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54030_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_53991_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_53991_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54121_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54121_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54301_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54301_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54257_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54257_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54476_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54476_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54323_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54323_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54595_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54595_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54498_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54498_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54802_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54802_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54943_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54943_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54846_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54846_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_54956_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_54956_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55012_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55012_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55004_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55004_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55037_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55037_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55048_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55048_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55074_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55074_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55086_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55086_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55107_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55107_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55160_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55160_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55269_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55269_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55311_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55311_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55323_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55323_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55381_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55381_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_55393_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_55393_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_58716_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_58716_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_58874_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_58874_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_58824_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_58824_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_58888_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_58888_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_58998_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_58998_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_58962_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_58962_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59029_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59029_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59186_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59186_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59284_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59284_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59374_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59374_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59404_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59404_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59457_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59457_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59464_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59464_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59775_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59775_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59749_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59749_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59802_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59802_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59793_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59793_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59850_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59850_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59869_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59869_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59964_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59964_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60040_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60040_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_59993_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_59993_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60066_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60066_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60186_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60186_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60448_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60448_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60234_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60234_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60490_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60490_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60532_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60532_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60562_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60562_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60630_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60630_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60601_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60601_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60691_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60691_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60740_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60740_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60715_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60715_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60794_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60794_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_37312_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_37312_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051130_60822_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051130_60822_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_37337_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_37337_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_37390_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_37390_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_37409_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_37409_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_37462_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_37462_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_37534_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_37534_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_37557_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_37557_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38041_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38041_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38103_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38103_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38081_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38081_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38137_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38137_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38199_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38199_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38164_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38164_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38155_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38155_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38211_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38211_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38246_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38246_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38262_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38262_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38291_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38291_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38280_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38280_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38321_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38321_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38349_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38349_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38466_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38466_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051201_38475_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051201_38475_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051202_37162_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051202_37162_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051202_51599_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051202_51599_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051202_51616_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051202_51616_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_57651_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_57651_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_57757_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_57757_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_57704_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_57704_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_57780_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_57780_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_57799_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_57799_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_57809_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_57809_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_57838_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_57838_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_57942_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_57942_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_57879_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_57879_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58037_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58037_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58060_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58060_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58080_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58080_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58091_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58091_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58125_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58125_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58109_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58109_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58150_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58150_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58177_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58177_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58354_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58354_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58373_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58373_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58409_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58409_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58431_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58431_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58458_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58458_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58613_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58613_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_58502_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_58502_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59337_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59337_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59240_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59240_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59351_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59351_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59379_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59379_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59367_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59367_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59538_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59538_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59510_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59510_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59617_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59617_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59738_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59738_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59651_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59651_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59754_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59754_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59858_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59858_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59833_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59833_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59901_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59901_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_60093_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_60093_0400_PP_mask.png,True,,,
data/raw/0/Messidor_20051205_59923_0400_PP.png,0,Messidor,data/raw/0/Messidor_20051205_59923_0400_PP_mask.png,True,,,
